TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,DaysSinceFirst,DaysSincePrev,TransactionHour,TransactionDayOfWeek,TransactionMonth,AgeGroup_enc,BalanceGroup_enc,Target
314.55,Credit,Dallas,Branch,27.0,Student,18.999999999999996,1.0,1105.89,113.0,559.0,17.0,1.0,4.0,2,1,2
836.45,Debit,Virginia Beach,Online,61.0,Retired,63.0,1.0,1731.89,56.0,616.0,16.0,0.0,2.0,1,1,1
877.0039999999999,Debit,San Francisco,ATM,29.0,Engineer,52.00000000000001,1.0,8692.47,105.0,567.0,17.0,0.0,4.0,2,0,1
189.45,Credit,Boston,Branch,53.0,Doctor,61.99999999999999,1.0,12578.75,78.0,594.0,17.0,1.0,2.9999999999999996,1,0,2
91.84,Credit,Mesa,Branch,67.0,Retired,80.0,1.0,1712.41,184.00000000000003,488.0,17.0,2.0,7.0,1,1,0
609.52,Debit,Washington,ATM,78.0,Retired,169.0,1.0,3485.03,207.00000000000003,465.0,16.0,4.0,7.0,1,2,1
859.3,Credit,Colorado Springs,Branch,78.0,Retired,68.00000000000001,1.0,1146.78,211.0,461.0,17.0,1.0,8.0,1,1,2
100.01,Debit,Philadelphia,ATM,50.0,Doctor,63.0,1.0,6393.12,178.0,494.0,16.0,3.0,5.999999999999999,1,2,1
28.78,Credit,Tucson,Online,40.0,Doctor,51.00000000000001,1.0,680.5499999999998,216.99999999999997,454.99999999999994,16.0,0.0,8.0,0,1,1
111.08,Debit,Chicago,Online,70.0,Doctor,83.0,1.0,7037.34,133.0,539.0,17.0,0.0,5.0,1,0,2
470.96,Credit,Indianapolis,Online,69.0,Doctor,123.99999999999999,1.0,12991.03,67.0,605.0,16.0,4.0,2.9999999999999996,1,0,0
52.23,Credit,San Francisco,Branch,28.0,Student,96.0,1.0,105.01,252.00000000000003,420.0,18.0,0.0,9.0,2,1,1
78.62,Debit,Oklahoma City,Branch,32.0,Doctor,52.00000000000001,1.0,1360.85,210.0,462.0,16.0,0.0,7.0,2,1,0
47.79,Debit,Denver,Branch,25.0,Student,37.0,1.0,1649.92,256.0,416.0,17.0,4.0,9.0,2,1,2
333.97,Debit,Fresno,Branch,52.0,Doctor,45.0,1.0,5237.36,79.0,593.0,16.0,2.0,2.9999999999999996,1,2,2
30.87,Debit,Fresno,ATM,33.0,Doctor,295.0,1.0,14348.65,191.0,481.00000000000006,16.0,2.0,7.0,2,0,2
710.43,Debit,San Diego,Online,67.0,Retired,115.0,1.0,5625.55,65.0,607.0,17.0,2.0,2.9999999999999996,1,2,1
220.23,Debit,Milwaukee,ATM,41.0,Engineer,48.0,1.0,3438.02,259.0,413.00000000000006,18.0,0.0,9.0,0,2,0
27.28,Debit,Atlanta,ATM,29.0,Doctor,96.0,1.0,10668.24,357.0,315.0,16.0,0.0,11.999999999999998,2,0,2
101.52,Debit,Tucson,ATM,49.0,Engineer,98.0,1.0,2018.9000000000003,219.0,453.0,16.0,2.0,8.0,1,1,1
162.65,Debit,New York,ATM,59.0,Engineer,147.0,1.0,9500.95,129.0,543.0,17.0,3.0,5.0,1,0,0
16.4325,Debit,Kansas City,ATM,55.0,Retired,30.0,1.0,2472.99,198.0,474.0,17.0,2.0,7.0,1,2,0
270.72,Debit,Los Angeles,Branch,38.0,Doctor,37.0,1.0,6522.47,84.0,588.0,17.0,0.0,2.9999999999999996,0,2,0
202.34,Debit,New York,Online,20.0,Student,134.0,1.0,4734.110000000001,8.0,664.0,16.0,1.0,1.0,2,2,0
247.58,Debit,San Antonio,ATM,39.0,Engineer,151.99999999999997,1.0,778.74,147.0,525.0,18.0,0.0,5.0,0,1,1
686.17,Debit,Denver,ATM,61.0,Retired,112.0,1.0,2246.15,274.0,398.0,17.0,1.0,10.0,1,2,2
359.65,Credit,Jacksonville,Online,25.0,Student,289.0,1.0,219.53,10.0,662.0,17.0,3.0,1.0,2,1,0
109.91,Debit,Seattle,Branch,38.0,Doctor,90.0,1.0,12896.06,118.99999999999999,553.0,16.0,0.0,5.0,0,0,1
215.72,Credit,Columbus,Branch,30.0,Engineer,137.0,1.0,8697.11,282.0,390.00000000000006,18.0,2.0,10.0,2,0,2
490.76,Debit,Columbus,Online,66.0,Retired,156.0,1.0,6414.11,186.0,486.0,16.0,0.0,8.0,1,2,2
224.28,Debit,Chicago,Online,64.0,Retired,68.00000000000001,1.0,5767.51,44.0,628.0,16.0,2.0,2.0,1,2,2
614.03,Debit,Dallas,ATM,68.0,Retired,51.00000000000001,1.0,4734.110000000001,126.00000000000001,546.0,16.0,0.0,5.0,1,2,2
608.79,Debit,Fort Worth,Online,55.0,Engineer,157.0,1.0,2991.17,305.0,366.99999999999994,18.0,4.0,11.0,1,2,2
186.55,Debit,Philadelphia,Branch,48.0,Engineer,288.0,1.0,4734.110000000001,170.0,502.00000000000006,16.0,2.0,5.999999999999999,1,2,1
840.16,Credit,Colorado Springs,Branch,20.0,Student,68.00000000000001,1.0,1236.76,77.0,595.0,16.0,0.0,2.9999999999999996,2,1,2
203.34,Debit,Phoenix,ATM,60.0,Doctor,66.0,1.0,13586.99,352.0,320.0,17.0,2.0,11.999999999999998,1,0,1
90.88,Debit,Colorado Springs,ATM,26.0,Engineer,284.0,1.0,7117.35,322.0,350.0,17.0,0.0,11.0,2,0,2
60.11,Credit,Albuquerque,Branch,61.0,Retired,122.0,1.0,7235.87,329.0,343.0,17.0,0.0,11.0,1,0,2
393.92,Debit,Memphis,Branch,72.0,Retired,47.0,1.0,7318.64,134.0,538.0,16.0,1.0,5.0,1,0,0
19.39,Debit,Colorado Springs,ATM,43.0,Doctor,45.0,1.0,9847.6,319.0,353.0,16.0,4.0,11.0,0,0,2
557.41,Credit,Washington,Online,80.0,Retired,49.0,1.0,2968.75,102.0,570.0,16.0,4.0,4.0,1,2,1
57.07,Credit,Boston,Online,31.0,Doctor,99.0,1.0,9323.71,235.0,437.00000000000006,16.0,4.0,8.0,2,0,2
395.27,Credit,Miami,Online,18.0,Student,167.0,1.0,1764.08,216.99999999999997,454.99999999999994,16.0,0.0,8.0,2,1,0
289.05,Debit,New York,ATM,75.0,Retired,116.00000000000001,1.0,5683.49,158.0,514.0,17.0,4.0,5.999999999999999,1,2,0
46.11,Debit,San Francisco,Online,33.0,Doctor,233.0,1.0,5225.73,84.0,588.0,17.0,0.0,2.9999999999999996,2,2,1
335.5,Debit,Sacramento,ATM,63.0,Retired,47.0,1.0,6445.4,224.0,448.0,16.0,0.0,8.0,1,2,1
388.07,Debit,Seattle,Online,24.0,Student,68.00000000000001,1.0,289.71,246.0,426.0,17.0,1.0,9.0,2,1,1
520.86,Credit,Sacramento,Online,51.0,Engineer,66.0,1.0,9200.74,77.0,595.0,16.0,0.0,2.9999999999999996,1,0,1
787.41,Debit,Memphis,Online,25.0,Student,39.0,1.0,300.87,168.0,504.00000000000006,16.0,0.0,5.999999999999999,2,1,0
31.699999999999996,Credit,Raleigh,ATM,48.0,Doctor,121.0,1.0,743.8999999999999,150.0,522.0,16.0,3.0,5.999999999999999,1,1,1
22.3,Debit,Philadelphia,ATM,21.0,Student,90.0,1.0,1200.35,118.99999999999999,553.0,16.0,0.0,5.0,2,1,1
203.12,Debit,San Jose,ATM,56.0,Retired,181.0,1.0,1562.39,16.0,656.0,16.0,2.0,1.0,1,1,1
315.94,Credit,Raleigh,Branch,49.0,Doctor,172.0,1.0,7719.709999999999,56.0,616.0,17.0,0.0,2.0,1,0,1
192.23,Debit,Albuquerque,Online,54.0,Engineer,39.0,1.0,2610.67,360.0,312.0,16.0,3.0,11.999999999999998,1,2,2
877.0039999999999,Debit,Oklahoma City,Online,66.0,Retired,51.00000000000001,1.0,2060.02,164.0,508.0,16.0,3.0,5.999999999999999,1,1,0
16.4325,Debit,Oklahoma City,Online,20.0,Student,173.0,1.0,1833.67,325.0,347.0,16.0,3.0,11.0,2,1,0
210.77,Debit,Mesa,ATM,71.0,Retired,161.0,1.0,5396.65,149.0,523.0,16.0,2.0,5.0,1,2,0
406.65,Debit,Mesa,ATM,57.0,Doctor,107.0,1.0,12995.7,310.0,362.0,18.0,2.0,11.0,1,0,0
422.9,Debit,Tucson,ATM,40.0,Engineer,111.0,1.0,7616.43,56.0,616.0,16.0,0.0,2.0,0,0,1
20.62,Credit,Philadelphia,ATM,35.0,Doctor,225.0,1.0,12500.8,170.0,502.00000000000006,17.0,2.0,5.999999999999999,0,0,1
174.39,Debit,San Francisco,ATM,19.0,Student,36.0,1.0,1127.08,7.0,665.0,16.0,0.0,1.0,2,1,1
16.4325,Credit,Sacramento,Branch,76.0,Retired,91.0,1.0,3621.98,287.0,385.0,16.0,0.0,10.0,1,2,1
211.36,Debit,Denver,Online,49.0,Engineer,44.0,1.0,5212.28,1.0,671.0,18.0,1.0,1.0,1,2,2
54.85,Credit,San Francisco,Branch,58.0,Retired,40.0,1.0,2727.45,246.0,426.0,16.0,1.0,9.0,1,2,1
204.7,Debit,Oklahoma City,Branch,49.0,Doctor,95.0,1.0,5117.03,262.0,409.99999999999994,16.0,3.0,9.0,1,2,0
16.55,Debit,Tucson,Branch,26.0,Engineer,159.0,1.0,6089.79,252.00000000000003,420.0,17.0,0.0,9.0,2,2,1
91.32,Debit,Milwaukee,Branch,58.0,Engineer,77.0,1.0,2618.1,312.0,360.0,16.0,4.0,11.0,1,2,0
195.49,Debit,Memphis,ATM,31.0,Doctor,112.0,1.0,11988.12,161.0,511.0,16.0,0.0,5.999999999999999,2,0,0
49.62,Debit,Portland,ATM,55.0,Engineer,111.0,1.0,3841.4199999999996,339.0,333.0,16.0,3.0,11.999999999999998,1,2,1
487.16,Credit,Los Angeles,Branch,28.0,Student,84.00000000000001,1.0,321.21,0.0,672.0,16.0,0.0,1.0,2,1,0
405.6,Debit,Tucson,Online,37.0,Engineer,44.0,1.0,9754.73,218.00000000000003,453.99999999999994,17.0,1.0,8.0,0,0,1
512.95,Debit,Columbus,Branch,57.0,Engineer,143.0,1.0,9584.52,287.0,385.0,17.0,0.0,10.0,1,0,2
345.94,Debit,Portland,ATM,31.0,Doctor,163.0,1.0,7624.56,280.0,392.00000000000006,17.0,0.0,10.0,2,0,1
356.56,Debit,New York,Online,47.0,Engineer,52.00000000000001,1.0,2485.73,280.0,392.00000000000006,17.0,0.0,10.0,1,2,0
16.4325,Debit,Louisville,Online,36.0,Engineer,280.0,1.0,2137.9,11.0,661.0,16.0,4.0,1.0,0,2,0
211.69,Debit,Atlanta,Branch,30.0,Doctor,111.0,1.0,6412.85,291.0,381.0,16.0,4.0,10.0,2,2,2
221.49,Credit,Oklahoma City,Branch,23.0,Student,196.0,1.0,707.25,254.0,418.0,18.0,2.0,9.0,2,1,0
278.23,Debit,Fresno,Online,48.0,Engineer,83.0,1.0,8300.54,122.0,550.0,17.0,3.0,5.0,1,0,2
116.88,Debit,Memphis,ATM,45.0,Doctor,263.0,1.0,7717.339999999999,275.0,397.0,17.0,2.0,10.0,0,0,0
328.77,Credit,San Diego,Online,39.0,Doctor,247.0,1.0,6967.03,91.0,581.0,17.0,0.0,4.0,0,0,1
77.53,Debit,Louisville,Branch,54.0,Retired,55.0,1.0,5158.6,204.0,468.0,18.0,1.0,7.0,1,2,0
421.74,Debit,San Jose,Online,67.0,Doctor,103.0,1.0,12031.14,169.0,503.00000000000006,17.0,1.0,5.999999999999999,1,0,1
313.69,Debit,Oklahoma City,Branch,73.0,Retired,151.99999999999997,1.0,7093.68,67.0,605.0,16.0,4.0,2.9999999999999996,1,0,0
411.72,Debit,Washington,Branch,29.0,Doctor,153.0,1.0,8539.86,169.0,503.00000000000006,18.0,1.0,5.999999999999999,2,0,1
508.73,Debit,Chicago,Branch,59.0,Retired,89.0,1.0,7640.57,193.0,479.00000000000006,16.0,4.0,7.0,1,0,2
153.08,Debit,Omaha,ATM,24.0,Student,201.0,1.0,1292.21,329.0,343.0,16.0,0.0,11.0,2,1,1
23.01,Debit,Las Vegas,Branch,63.0,Retired,166.0,1.0,5958.75,158.0,514.0,18.0,4.0,5.999999999999999,1,2,0
69.28,Debit,Los Angeles,Online,25.0,Student,129.0,1.0,708.7399999999999,301.0,371.0,16.0,0.0,10.0,2,1,0
51.25,Credit,Austin,Branch,28.0,Student,66.0,1.0,1744.4,238.99999999999997,432.99999999999994,16.0,1.0,8.0,2,1,2
407.65,Debit,Denver,ATM,25.0,Student,263.0,1.0,273.78,216.99999999999997,454.99999999999994,17.0,0.0,8.0,2,1,2
459.25,Debit,Tucson,Branch,25.0,Student,59.00000000000001,1.0,130.76,141.0,531.0,16.0,1.0,5.0,2,1,1
301.56,Debit,Seattle,Branch,49.0,Doctor,118.0,1.0,10389.6,38.0,634.0,17.0,3.0,2.0,1,0,1
17.67,Debit,San Diego,Online,63.0,Doctor,91.0,1.0,1048.18,176.0,496.0,17.0,1.0,5.999999999999999,1,1,1
16.4325,Credit,San Francisco,Online,32.0,Doctor,132.0,1.0,12896.68,70.0,602.0,18.0,0.0,2.9999999999999996,2,0,1
401.37,Debit,Los Angeles,Branch,43.0,Engineer,251.0,1.0,8208.54,259.0,413.00000000000006,16.0,0.0,9.0,0,0,0
145.4,Debit,Tucson,Online,38.0,Engineer,24.0,1.0,5244.49,185.00000000000003,487.0,17.0,3.0,7.0,0,2,1
556.34,Debit,Seattle,Online,37.0,Doctor,45.99999999999999,1.0,11935.14,290.0,382.0,16.0,3.0,10.0,0,0,1
34.31,Debit,Philadelphia,ATM,24.0,Student,251.0,1.0,1484.76,116.0,556.0,16.0,4.0,4.0,2,1,1
780.59,Credit,Tucson,Online,23.0,Student,145.0,1.0,6513.34,177.0,495.0,17.0,2.0,5.999999999999999,2,2,1
282.65,Debit,Fort Worth,ATM,35.0,Doctor,161.0,1.0,13801.15,65.0,607.0,17.0,2.0,2.9999999999999996,0,0,2
305.27,Debit,Las Vegas,Online,68.0,Doctor,147.0,1.0,12958.65,268.0,404.0,16.0,2.0,9.0,1,0,0
185.81,Debit,Austin,Online,32.0,Doctor,116.00000000000001,1.0,9588.71,261.0,410.99999999999994,16.0,2.0,9.0,2,0,2
66.01,Debit,Milwaukee,Online,49.0,nan,179.0,1.0,3475.99,277.0,395.0,18.0,4.0,10.0,1,2,0
447.95,Debit,Tucson,Branch,29.0,Engineer,75.0,1.0,7544.399999999999,9.0,663.0,17.0,2.0,1.0,2,0,1
279.3,Debit,Oklahoma City,ATM,19.0,Student,48.0,1.0,1193.61,171.0,501.00000000000006,17.0,3.0,5.999999999999999,2,1,0
211.36,Debit,Indianapolis,Online,33.0,Doctor,26.999999999999996,1.0,12063.77,126.00000000000001,546.0,16.0,0.0,5.0,2,0,0
611.15,Debit,Detroit,ATM,27.0,Student,121.0,1.0,892.8299999999999,221.0,451.0,17.0,4.0,8.0,2,1,2
275.2,Debit,New York,Online,54.0,Engineer,81.0,1.0,1230.12,234.0,438.0,17.0,3.0,8.0,1,1,0
427.79,Debit,San Jose,Branch,18.0,Student,189.0,1.0,1479.67,50.0,622.0,17.0,1.0,2.0,2,1,1
469.13,Credit,San Antonio,ATM,54.0,Doctor,139.0,1.0,1265.28,186.0,486.0,16.0,0.0,8.0,1,1,1
102.81,Debit,Seattle,Branch,76.0,Retired,47.0,1.0,3228.87,336.0,336.0,16.0,0.0,11.999999999999998,1,2,1
22.61,Debit,Seattle,Online,19.0,Student,145.0,1.0,1111.67,353.0,319.0,17.0,3.0,11.999999999999998,2,1,1
68.28,Debit,Boston,Online,56.0,Engineer,293.0,1.0,3213.16,157.0,515.0,18.0,3.0,5.999999999999999,1,2,2
33.65,Credit,New York,Online,63.0,Doctor,146.0,1.0,12719.93,259.0,413.00000000000006,17.0,0.0,9.0,1,0,0
362.68,Credit,Miami,ATM,63.0,Retired,137.0,1.0,2040.77,14.0,658.0,18.0,0.0,1.0,1,1,0
73.23,Debit,San Francisco,Branch,20.0,Student,172.0,1.0,1309.85,172.0,499.99999999999994,16.0,4.0,5.999999999999999,2,1,1
654.49,Credit,Austin,Online,25.0,Student,104.0,1.0,164.61,322.0,350.0,16.0,0.0,11.0,2,1,2
18.56,Credit,Memphis,Branch,49.0,Engineer,161.0,1.0,4230.37,112.0,560.0,17.0,0.0,4.0,1,2,0
389.05,Debit,Dallas,ATM,27.0,Student,41.0,1.0,761.0,4.0,668.0,17.0,4.0,1.0,2,1,2
16.4325,Debit,Houston,Online,67.0,Retired,112.0,1.0,2923.83,72.0,600.0,16.0,2.0,2.9999999999999996,1,2,0
109.48,Debit,Baltimore,Online,45.0,Retired,93.0,1.0,7372.47,175.0,497.0,17.0,0.0,5.999999999999999,0,0,2
66.91,Debit,Seattle,ATM,39.0,Doctor,85.0,1.0,871.1,28.0,644.0,18.0,0.0,1.0,0,1,1
335.48,Debit,Oklahoma City,Branch,45.0,Engineer,155.0,1.0,3023.16,59.0,613.0,16.0,3.0,2.9999999999999996,0,2,0
38.14,Debit,Albuquerque,Online,19.0,Student,174.0,1.0,1119.21,360.0,312.0,16.0,3.0,11.999999999999998,2,1,2
877.0039999999999,Debit,Detroit,Branch,60.0,Doctor,173.0,1.0,11833.73,352.0,320.0,18.0,2.0,11.999999999999998,1,0,2
360.02,Debit,Dallas,Online,68.0,Retired,68.00000000000001,1.0,6400.59,38.0,634.0,16.0,3.0,2.0,1,2,2
567.71,Debit,Memphis,Online,63.0,Doctor,80.0,1.0,13884.24,35.0,637.0,18.0,0.0,2.0,1,0,0
218.19,Debit,Austin,ATM,19.0,Student,185.0,1.0,620.83,141.0,531.0,16.0,1.0,5.0,2,1,2
209.99,Debit,Denver,ATM,19.0,Student,40.0,1.0,1938.0100000000002,248.0,424.0,17.0,3.0,9.0,2,1,2
16.4325,Debit,Tucson,Branch,19.0,Student,280.0,1.0,964.79,315.0,357.0,16.0,0.0,11.0,2,1,1
83.43,Debit,New York,Online,56.0,Retired,109.0,1.0,1870.16,148.0,524.0,16.0,1.0,5.0,1,1,0
344.97,Debit,Austin,Online,34.0,Doctor,106.0,1.0,5577.94,77.0,595.0,17.0,0.0,2.9999999999999996,0,2,2
172.29,Debit,El Paso,ATM,36.0,Engineer,283.0,1.0,8700.8,28.0,644.0,17.0,0.0,1.0,0,0,2
195.54,Debit,Omaha,Online,60.0,Retired,255.0,1.0,2794.66,196.00000000000003,475.99999999999994,16.0,0.0,7.0,1,2,1
101.23,Debit,Colorado Springs,Online,45.0,Engineer,87.0,1.0,6169.71,214.0,458.00000000000006,18.0,4.0,8.0,0,2,2
180.46,Debit,Fresno,ATM,25.0,Student,34.0,1.0,831.7499999999999,70.0,602.0,16.0,0.0,2.9999999999999996,2,1,2
692.55,Debit,Charlotte,Branch,53.0,Retired,109.0,1.0,2451.56,64.0,608.0,16.0,1.0,2.9999999999999996,1,2,2
147.31,Credit,Mesa,Online,34.0,Doctor,91.99999999999999,1.0,13625.52,161.0,511.0,17.0,0.0,5.999999999999999,0,0,0
107.48,Debit,Los Angeles,Branch,20.0,Student,103.0,1.0,1379.39,36.0,636.0,17.0,1.0,2.0,2,1,0
877.0039999999999,Credit,Columbus,Online,62.0,Doctor,83.0,1.0,11498.01,256.0,416.0,17.0,4.0,9.0,1,0,2
81.51,Debit,Washington,Branch,25.0,Student,97.0,1.0,865.4899999999999,220.0,452.0,16.0,3.0,8.0,2,1,1
365.48,Credit,Seattle,Online,76.0,Retired,215.99999999999997,1.0,7147.4,140.0,532.0,17.0,0.0,5.0,1,0,1
491.1,Credit,Houston,Online,35.0,Engineer,125.0,1.0,7833.85,154.0,518.0,16.0,0.0,5.999999999999999,0,0,0
452.8,Debit,Los Angeles,Branch,80.0,Retired,151.0,1.0,4840.67,326.0,346.0,16.0,4.0,11.0,1,2,0
645.04,Debit,Memphis,Branch,70.0,Retired,78.0,1.0,7361.47,354.0,318.0,17.0,4.0,11.999999999999998,1,0,0
169.28,Debit,Philadelphia,Branch,45.0,Doctor,114.0,1.0,5128.44,84.0,588.0,18.0,0.0,2.9999999999999996,0,2,1
88.42,Debit,El Paso,ATM,62.0,Doctor,91.0,1.0,12381.45,289.0,383.0,16.0,2.0,10.0,1,0,2
155.53,Debit,Baltimore,ATM,29.0,Engineer,66.0,1.0,4008.05,81.0,591.0,17.0,4.0,2.9999999999999996,2,2,2
877.0039999999999,Debit,Milwaukee,Online,43.0,Engineer,300.0,1.0,3493.13,336.0,336.0,16.0,0.0,11.999999999999998,0,2,0
39.24,Debit,Dallas,ATM,77.0,Retired,106.0,1.0,6462.41,316.0,356.0,18.0,1.0,11.0,1,2,2
152.01,Debit,Fort Worth,ATM,42.0,Engineer,111.0,1.0,4625.12,52.0,620.0,16.0,3.0,2.0,0,2,2
78.77,Credit,Las Vegas,ATM,48.0,Engineer,50.00000000000001,1.0,6470.57,126.00000000000001,546.0,18.0,0.0,5.0,1,2,0
26.5,Debit,Indianapolis,Online,48.0,Engineer,179.0,1.0,4854.83,37.0,635.0,16.0,2.0,2.0,1,2,0
83.62,Debit,Raleigh,ATM,48.0,Doctor,146.0,1.0,12652.22,171.0,501.00000000000006,17.0,3.0,5.999999999999999,1,0,1
142.78,Debit,San Diego,Branch,68.0,Doctor,150.0,1.0,11705.88,127.0,545.0,16.0,1.0,5.0,1,0,1
55.99,Debit,El Paso,ATM,35.0,Doctor,95.0,1.0,932.61,315.0,357.0,16.0,0.0,11.0,0,1,2
774.48,Debit,Louisville,Branch,61.0,Doctor,30.999999999999996,1.0,11613.58,63.00000000000001,609.0,16.0,0.0,2.9999999999999996,1,0,0
105.37,Debit,Sacramento,ATM,25.0,Student,160.0,1.0,1068.55,129.0,543.0,18.0,3.0,5.0,2,1,1
118.83,Debit,Virginia Beach,Online,28.0,Student,295.0,1.0,1616.3,175.0,497.0,16.0,0.0,5.999999999999999,2,1,1
46.22,Debit,San Jose,Branch,23.0,Student,217.0,1.0,471.2799999999999,315.0,357.0,16.0,0.0,11.0,2,1,1
659.71,Credit,San Jose,Branch,21.0,Student,148.0,1.0,106.86,123.0,549.0,16.0,4.0,5.0,2,1,1
377.97,Debit,Miami,Online,72.0,Retired,160.0,1.0,2457.1,319.0,353.0,16.0,4.0,11.0,1,2,0
114.1,Debit,Boston,Branch,69.0,Retired,148.0,1.0,5882.12,140.0,532.0,17.0,0.0,5.0,1,2,2
16.4325,Credit,Louisville,Online,55.0,Retired,41.0,1.0,1938.99,333.0,339.0,16.0,4.0,11.999999999999998,1,1,0
95.5,Debit,Omaha,Online,57.0,Retired,17.0,1.0,4079.09,140.0,532.0,16.0,0.0,5.0,1,2,1
130.93,Credit,Houston,Branch,28.0,Engineer,149.0,1.0,860.1199999999999,37.0,635.0,16.0,2.0,2.0,2,1,0
272.97,Debit,Boston,Online,68.0,Retired,174.0,1.0,7811.310000000001,105.0,567.0,18.0,0.0,4.0,1,0,2
73.35,Debit,San Francisco,Branch,24.0,Student,47.0,1.0,1181.84,70.0,602.0,16.0,0.0,2.9999999999999996,2,1,1
29.94,Debit,San Francisco,ATM,58.0,Doctor,243.0,1.0,10915.54,284.0,387.99999999999994,16.0,4.0,10.0,1,0,1
307.24,Debit,San Jose,ATM,19.0,Student,136.0,1.0,1670.72,304.0,368.00000000000006,16.0,3.0,11.0,2,1,1
50.52,Debit,Boston,Online,20.0,Student,140.0,1.0,1121.19,287.0,486.0,16.0,0.0,10.0,2,1,2
820.46,Credit,Fort Worth,Online,53.0,Engineer,243.0,1.0,5621.86,91.0,581.0,16.0,0.0,4.0,1,2,2
153.07,Debit,Detroit,ATM,56.0,Engineer,116.00000000000001,1.0,8873.43,91.0,581.0,18.0,0.0,4.0,1,0,2
52.94,Debit,Tucson,Branch,41.0,Doctor,146.0,1.0,6990.92,161.0,511.0,17.0,0.0,5.999999999999999,0,0,1
384.41,Debit,Jacksonville,ATM,60.0,Engineer,65.0,1.0,7831.56,105.0,567.0,16.0,0.0,4.0,1,0,0
235.42,Debit,Phoenix,Branch,51.0,Retired,175.0,1.0,6173.23,189.0,483.0,18.0,0.0,7.0,1,2,1
114.23,Debit,Dallas,ATM,56.0,Doctor,64.0,1.0,9523.72,156.0,516.0,17.0,2.0,5.999999999999999,1,0,2
16.4325,Debit,El Paso,Branch,33.0,Doctor,61.00000000000001,1.0,6420.47,123.0,549.0,16.0,4.0,5.0,2,2,2
877.0039999999999,Debit,Fort Worth,ATM,23.0,Student,145.0,1.0,1146.09,354.0,318.0,18.0,4.0,11.999999999999998,2,1,2
373.52,Debit,Colorado Springs,ATM,35.0,Engineer,235.0,1.0,6430.41,266.0,406.0,16.0,0.0,9.0,0,2,2
336.05,Debit,San Antonio,Branch,28.0,Student,164.0,1.0,1635.05,112.0,560.0,17.0,0.0,4.0,2,1,1
366.93,Debit,Houston,Online,66.0,Retired,33.0,1.0,6697.79,343.0,329.0,18.0,0.0,11.999999999999998,1,2,0
112.27,Debit,Seattle,Branch,58.0,Doctor,102.0,1.0,7369.89,290.0,382.0,17.0,3.0,10.0,1,0,1
494.9599999999999,Debit,Sacramento,ATM,40.0,Engineer,132.0,1.0,6903.68,88.0,584.0,16.0,4.0,2.9999999999999996,0,0,1
561.58,Debit,Sacramento,Online,65.0,Doctor,22.999999999999996,1.0,11748.86,172.0,499.99999999999994,17.0,4.0,5.999999999999999,1,0,1
440.94,Debit,San Antonio,Online,42.0,Doctor,148.0,1.0,7303.23,254.0,418.0,18.0,2.0,9.0,0,0,1
71.9,Debit,Los Angeles,Branch,29.0,Doctor,51.00000000000001,1.0,10619.35,49.00000000000001,623.0,16.0,0.0,2.0,2,0,0
256.66,Credit,Raleigh,Online,54.0,Retired,137.0,1.0,1794.5,196.00000000000003,475.99999999999994,17.0,0.0,7.0,1,1,1
166.55,Credit,Houston,Branch,59.0,Doctor,99.0,1.0,12970.21,192.0,480.00000000000006,17.0,3.0,7.0,1,0,0
276.26,Debit,Louisville,Branch,56.0,Doctor,143.0,1.0,120.88999999999999,42.0,630.0,17.0,0.0,2.0,1,1,0
35.46,Debit,Indianapolis,ATM,67.0,Doctor,164.0,1.0,5692.31,197.0,475.0,16.0,1.0,7.0,1,2,0
38.14,Debit,Portland,Branch,50.0,Engineer,165.0,1.0,9879.87,95.0,577.0,16.0,4.0,4.0,1,0,1
506.25999999999993,Credit,Baltimore,ATM,64.0,Retired,86.0,1.0,6266.65,350.0,322.0,18.0,0.0,11.999999999999998,1,2,2
736.32,Debit,Indianapolis,Online,31.0,Doctor,28.0,1.0,14268.95,100.0,572.0,17.0,2.0,4.0,2,0,0
389.43,Credit,Austin,ATM,52.0,Engineer,151.0,1.0,6449.83,329.0,343.0,18.0,0.0,11.0,1,2,2
25.58,Debit,Omaha,ATM,60.0,Engineer,166.0,1.0,6741.41,318.0,354.0,16.0,3.0,11.0,1,0,1
446.1,Debit,Seattle,ATM,25.0,Student,243.0,1.0,1008.44,260.0,412.00000000000006,17.0,1.0,9.0,2,1,1
147.74,Debit,Raleigh,Branch,23.0,Student,15.0,1.0,1711.78,246.0,426.0,16.0,1.0,9.0,2,1,1
877.0039999999999,Debit,San Francisco,ATM,26.0,Student,254.0,1.0,1821.0,49.00000000000001,623.0,16.0,0.0,2.0,2,1,1
46.23,Debit,Fresno,Online,77.0,Retired,282.0,1.0,5107.75,147.0,525.0,17.0,0.0,5.0,1,2,2
265.37,Debit,Washington,Branch,33.0,Engineer,77.0,1.0,5229.95,144.0,528.0,17.0,4.0,5.0,2,2,1
342.57,Debit,Boston,Online,20.0,Student,91.0,1.0,339.16,32.0,640.0,17.0,4.0,2.0,2,1,2
417.26,Credit,New York,Online,32.0,Doctor,45.0,1.0,10442.48,56.0,616.0,17.0,0.0,2.0,2,0,0
33.63,Debit,Columbus,Online,63.0,Retired,75.99999999999999,1.0,4324.4,305.0,366.99999999999994,16.0,4.0,11.0,1,2,2
